Date,Time,Name,Amount,Location,Zip,Balance,Fraud
2030-12-08,19:40:00,Burger King,-36.26,Winter Park FL,32789,3496.41,0
2030-12-09,08:00:00,Paycheck,2000.0,Oviedo FL,32765,5496.41,0
2030-12-09,12:12:00,Movie Theater,-55.71,Orlando FL,32816,5440.7,0
2030-12-09,11:24:00,Pep Boys,-83.64,Winter Park FL,32789,5357.06,0
2030-12-09,21:52:00,Kroger,-43.12,Winter Park FL,32789,5313.94,0
2030-12-10,12:45:00,Chevron,-25.38,Winter Park FL,32789,5288.56,0
2030-12-10,09:06:00,Concert Tickets,-31.87,Orlando FL,32816,5256.69,0
2030-12-10,10:25:00,Netflix,-10.92,Winter Park FL,32789,5245.77,0
2030-12-11,19:53:00,Five Below,-21.59,Orlando FL,32816,5224.18,0
2030-12-12,23:21:00,Magic the Gathering,-975.0,Charleston SC,11380,4249.18,1
2030-12-12,11:27:00,Chevron,-15.79,Orlando FL,32816,5208.39,0
2030-12-13,20:26:00,Publix,-79.08,Winter Park FL,32789,5129.31,0
2030-12-13,09:52:00,Starbucks,-32.99,Oviedo FL,32765,5096.32,0
2030-12-14,13:12:00,Dollar Tree,-6.09,Orlando FL,32816,5090.23,0
2030-12-14,15:50:00,Servicenow,-1856.72,Pittsburgh PA,69180,3233.51,1
2030-12-14,10:52:00,Starbucks,-10.54,Orlando FL,32816,5079.69,0
2030-12-15,12:41:00,Fraud,-1366.5,Mexico City MC,59699,3713.19,1
2030-12-15,21:54:00,Publix,-71.94,Oviedo FL,32765,5007.75,0
2030-12-15,12:30:00,Fat Joe,-2437.76,Charleston SC,18949,2569.99,1
2030-12-15,15:05:00,Burger King,-19.48,Winter Park FL,32789,4988.27,0
2030-12-16,16:03:00,Five Below,-16.71,Oviedo FL,32765,4971.56,0
2030-12-16,11:51:00,Walmart,-58.92,Winter Park FL,32789,4912.64,0
2030-12-16,13:19:00,Netflix,-11.63,Oviedo FL,32765,4901.01,0
2030-12-17,17:26:00,Whole Foods,-85.04,Oviedo FL,32765,4815.97,0
2030-12-17,19:07:00,Accelerators,-2551.82,New York NY,16554,2264.15,1
2030-12-18,09:57:00,Burger King,-25.18,Orlando FL,32816,4790.79,0
2030-12-18,13:57:00,Walmart,-81.88,Winter Park FL,32789,4708.91,0
2030-12-18,21:36:00,Servicenow,-736.46,Groton CT,52211,3972.45,1
2030-12-19,09:21:00,Onlyfans,-1441.22,Los Angeles CA,48566,3267.69,1
2030-12-19,10:06:00,Starbucks,-20.23,Winter Park FL,32789,4688.68,0
2030-12-20,11:51:00,Burger King,-13.25,Oviedo FL,32765,4675.43,0
2030-12-20,06:13:00,Servicenow,-1950.07,Pittsburgh PA,30023,2725.36,1
2030-12-20,11:41:00,McDonald's,-24.92,Winter Park FL,32789,4650.51,0
2030-12-20,14:32:00,Jiffy Lube,-146.84,Orlando FL,32816,4503.67,0
2030-12-21,11:10:00,Subway,-6.18,Oviedo FL,32765,4497.49,0
2030-12-23,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6497.49,0
2030-12-23,12:37:00,Walgreens,-59.45,Oviedo FL,32765,6438.04,0
2030-12-26,18:01:00,Five Below,-62.66,Oviedo FL,32765,6375.38,0
2030-12-26,11:20:00,Walgreens,-65.1,Winter Park FL,32789,6310.28,0
2030-12-27,10:11:00,Walmart,-118.86,Oviedo FL,32765,6191.42,0
2030-12-28,05:15:00,Magic the Gathering,-156.75,Pyongyang NK,87911,6034.67,1
2030-12-28,13:34:00,Amazon,-66.61,Winter Park FL,32789,6124.81,0
2030-12-28,08:20:00,Amazon,-240.0,Oviedo FL,32765,5884.81,0
2030-12-28,15:34:00,Shell,-20.33,Oviedo FL,32765,5864.48,0
2030-12-30,19:39:00,Monster Energy,-602.76,Mexico City MC,15828,5261.72,1
2030-12-30,18:45:00,McDonald's,-18.09,Oviedo FL,32765,5846.39,0
2030-12-30,19:13:00,Walgreens,-28.16,Orlando FL,32816,5818.23,0
2030-12-30,11:34:00,Movie Theater,-21.57,Winter Park FL,32789,5796.66,0
2030-12-31,21:17:00,McDonald's,-6.24,Orlando FL,32816,5790.42,0
2030-12-31,16:08:00,Starbucks,-37.14,Oviedo FL,32765,5753.28,0
2030-12-31,08:00:00,Shell,-17.27,Oviedo FL,32765,5736.01,0
2031-01-01,09:00:00,Rent,-960.0,Oviedo FL,32765,4776.01,0
2031-01-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,4578.55,0
2031-01-01,09:00:00,Car,-300.0,Oviedo FL,32765,4278.55,0
2031-01-02,14:33:00,Whole Foods,-31.29,Winter Park FL,32789,4247.26,0
2031-01-02,14:39:00,Publix,-44.9,Oviedo FL,32765,4202.36,0
2031-01-03,20:33:00,Dollar Tree,-34.59,Orlando FL,32816,4167.77,0
2031-01-03,13:06:00,Amusement Park,-36.86,Orlando FL,32816,4130.91,0
2031-01-04,17:51:00,Publix,-45.35,Winter Park FL,32789,4085.56,0
2031-01-05,12:33:00,Pawn Stars,-2789.07,London EN,96791,1296.49,1
2031-01-06,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6085.56,0
2031-01-06,17:37:00,Starbucks,-33.66,Orlando FL,32816,6051.9,0
2031-01-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,6039.91,0
2031-01-07,09:00:00,Internet,-70.89,Oviedo FL,32765,5969.02,0
2031-01-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,5949.02,0
2031-01-07,19:08:00,Whole Foods,-67.62,Winter Park FL,32789,5881.4,0
2031-01-07,02:16:00,Magic the Gathering,-1510.88,Charleston SC,33982,4370.52,1
2031-01-07,08:49:00,Whole Foods,-51.54,Winter Park FL,32789,5829.86,0
2031-01-07,21:42:00,Pep Boys,-155.08,Orlando FL,32816,5674.78,0
2031-01-08,18:24:00,Burger King,-10.07,Winter Park FL,32789,5664.71,0
2031-01-09,21:57:00,Burger King,-28.56,Oviedo FL,32765,5636.15,0
2031-01-09,21:51:00,Best Buy,-13.07,Orlando FL,32816,5623.08,0
2031-01-10,08:16:00,BP,-25.38,Oviedo FL,32765,5597.7,0
2031-01-10,13:09:00,Concert Tickets,-48.63,Orlando FL,32816,5549.07,0
2031-01-11,08:55:00,Jiffy Lube,-113.58,Oviedo FL,32765,5435.49,0
2031-01-11,15:05:00,Burger King,-22.75,Oviedo FL,32765,5412.74,0
2031-01-11,12:57:00,Lockheed Martin,-695.5,Charleston SC,96652,4717.24,1
2031-01-11,09:49:00,Subway,-13.62,Oviedo FL,32765,5399.12,0
2031-01-12,15:44:00,Exxon,-25.56,Winter Park FL,32789,5373.56,0
2031-01-12,08:26:00,Amazon,-20.14,Orlando FL,32816,5353.42,0
2031-01-12,17:01:00,Starbucks,-18.99,Winter Park FL,32789,5334.43,0
2031-01-13,18:19:00,Subway,-35.69,Orlando FL,32816,5298.74,0
2031-01-13,16:08:00,Fraud,-2274.45,Anchorage AL,76675,3024.29,1
2031-01-15,21:33:00,Exxon,-23.25,Oviedo FL,32765,5275.49,0
2031-01-15,19:58:00,Burger King,-8.79,Orlando FL,32816,5266.7,0
2031-01-15,09:10:00,Exxon,-17.5,Orlando FL,32816,5249.2,0
2031-01-16,09:26:00,Walmart,-93.93,Orlando FL,32816,5155.27,0
2031-01-16,22:39:00,Fat Joe,-877.98,New York NY,91047,4277.29,1
2031-01-16,13:44:00,Starbucks,-34.38,Winter Park FL,32789,5120.89,0
2031-01-16,08:05:00,Amazon,-33.9,Orlando FL,32816,5086.99,0
2031-01-18,21:39:00,Burger King,-20.37,Orlando FL,32816,5066.62,0
2031-01-19,15:55:00,Starbucks,-11.93,Oviedo FL,32765,5054.69,0
2031-01-19,13:21:00,Walmart,-118.89,Orlando FL,32816,4935.8,0
2031-01-19,12:11:00,Whole Foods,-34.63,Winter Park FL,32789,4901.17,0
2031-01-20,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6901.17,0
2031-01-20,21:14:00,Jiffy Lube,-134.44,Orlando FL,32816,6766.73,0
2031-01-20,18:33:00,Concert Tickets,-38.81,Orlando FL,32816,6727.92,0
2031-01-22,17:57:00,Starbucks,-16.09,Orlando FL,32816,6711.83,0
2031-01-23,09:25:00,Walmart,-76.56,Orlando FL,32816,6635.27,0
2031-01-23,15:51:00,McDonald's,-57.8,Winter Park FL,32789,6577.47,0
2031-01-24,10:21:00,Walmart,-249.32,Winter Park FL,32789,6328.15,0
2031-01-25,17:24:00,Five Below,-40.13,Oviedo FL,32765,6288.02,0
2031-01-25,19:44:00,McDonald's,-51.58,Oviedo FL,32765,6236.44,0
2031-01-25,19:39:00,Exxon,-45.13,Oviedo FL,32765,6191.31,0
2031-01-27,09:20:00,Starbucks,-14.18,Orlando FL,32816,6177.13,0
2031-01-27,15:25:00,Amazon,-160.01,Orlando FL,32816,6017.12,0
2031-01-27,10:52:00,Kroger,-129.91,Oviedo FL,32765,5887.21,0
2031-01-28,20:40:00,Starbucks,-9.96,Oviedo FL,32765,5877.25,0
2031-01-28,11:41:00,McDonald's,-30.76,Orlando FL,32816,5846.49,0
2031-01-28,00:08:00,Pawn Stars,-178.97,Charleston SC,19015,5667.52,1
2031-01-28,10:06:00,Walmart,-11.13,Oviedo FL,32765,5835.36,0
2031-01-29,18:14:00,Starbucks,-39.64,Orlando FL,32816,5795.72,0
2031-01-29,14:40:00,Accelerators,-868.11,New York NY,61308,4927.61,1
2031-01-29,11:04:00,Dollar Tree,-22.77,Winter Park FL,32789,5772.95,0
2031-01-30,14:34:00,Chevron,-29.6,Orlando FL,32816,5743.35,0
2031-01-30,21:19:00,Burger King,-16.51,Winter Park FL,32789,5726.84,0
2031-01-31,18:33:00,McDonald's,-35.0,Oviedo FL,32765,5691.84,0
2031-02-01,09:00:00,Rent,-960.0,Oviedo FL,32765,4731.84,0
2031-02-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,4534.38,0
2031-02-01,09:00:00,Car,-300.0,Oviedo FL,32765,4234.38,0
2031-02-01,13:21:00,Subway,-26.93,Orlando FL,32816,4207.45,0
2031-02-01,21:09:00,Five Below,-8.91,Oviedo FL,32765,4198.54,0
2031-02-03,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6198.54,0
2031-02-03,11:17:00,McDonald's,-35.55,Oviedo FL,32765,6162.99,0
2031-02-03,11:12:00,Onlyfans,-137.5,Tokyo JP,50930,6025.49,1
2031-02-03,15:04:00,Publix,-166.11,Oviedo FL,32765,5996.88,0
2031-02-05,17:45:00,Subway,-23.92,Winter Park FL,32789,5972.96,0
2031-02-05,14:10:00,Amusement Park,-22.78,Oviedo FL,32765,5950.18,0
2031-02-05,18:38:00,McDonald's,-12.56,Oviedo FL,32765,5937.62,0
2031-02-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,5925.63,0
2031-02-07,09:00:00,Internet,-70.89,Oviedo FL,32765,5854.74,0
2031-02-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,5834.74,0
2031-02-07,18:34:00,Kroger,-96.07,Orlando FL,32816,5738.67,0
2031-02-07,15:25:00,Starbucks,-39.52,Orlando FL,32816,5699.15,0
2031-02-07,08:44:00,Burger King,-22.63,Oviedo FL,32765,5676.52,0
2031-02-08,13:15:00,Paypal,-2509.51,Los Angeles CA,93679,3167.01,1
2031-02-08,20:22:00,Five Below,-36.49,Orlando FL,32816,5640.03,0
2031-02-09,13:47:00,Netflix,-21.36,Oviedo FL,32765,5618.67,0
2031-02-09,08:42:00,Dollar Tree,-46.81,Orlando FL,32816,5571.86,0
2031-02-09,15:04:00,Target,-76.82,Winter Park FL,32789,5495.04,0
2031-02-10,15:26:00,Subway,-7.06,Oviedo FL,32765,5487.98,0
2031-02-10,18:08:00,Accelerators,-482.39,Pyongyang NK,98492,5005.59,1
2031-02-11,09:42:00,Subway,-32.46,Orlando FL,32816,5455.52,0
2031-02-11,16:15:00,CVS,-41.25,Winter Park FL,32789,5414.27,0
2031-02-12,14:29:00,Kroger,-45.02,Winter Park FL,32789,5369.25,0
2031-02-12,17:49:00,McDonald's,-19.17,Oviedo FL,32765,5350.08,0
2031-02-12,13:31:00,IBM,-2360.13,Honolulu HI,23112,2989.95,1
2031-02-13,10:26:00,Publix,-71.27,Winter Park FL,32789,5278.81,0
2031-02-14,15:19:00,Target,-41.66,Orlando FL,32816,5237.15,0
2031-02-15,20:24:00,Subway,-13.32,Orlando FL,32816,5223.83,0
2031-02-15,15:29:00,Impractical Jokers,-1110.42,Pittsburgh PA,26920,4113.41,1
2031-02-16,18:17:00,Burger King,-9.77,Oviedo FL,32765,5214.06,0
2031-02-16,21:18:00,Five Below,-40.22,Oviedo FL,32765,5173.84,0
2031-02-17,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7173.84,0
2031-02-17,18:12:00,Amazon,-278.91,Oviedo FL,32765,6894.93,0
2031-02-17,15:59:00,Paypal,-2511.45,London EN,66160,4383.48,1
2031-02-18,18:40:00,Concert Tickets,-44.26,Winter Park FL,32789,6850.67,0
2031-02-18,09:03:00,Amazon,-209.19,Orlando FL,32816,6641.48,0
2031-02-19,20:32:00,Amazon,-79.14,Orlando FL,32816,6562.34,0
2031-02-19,17:26:00,Burger King,-32.66,Orlando FL,32816,6529.68,0
2031-02-19,08:19:00,Burger King,-51.07,Winter Park FL,32789,6478.61,0
2031-02-19,11:15:00,Monster Energy,-1398.05,Anchorage AL,61651,5080.56,1
2031-02-20,10:17:00,McDonald's,-54.92,Oviedo FL,32765,6423.69,0
2031-02-20,15:56:00,Best Buy,-123.48,Orlando FL,32816,6300.21,0
2031-02-20,08:08:00,Exxon,-54.92,Winter Park FL,32789,6245.29,0
2031-02-21,18:01:00,Starbucks,-45.95,Orlando FL,32816,6199.34,0
2031-02-22,08:52:00,Chevron,-29.43,Orlando FL,32816,6169.91,0
2031-02-22,17:07:00,Netflix,-36.08,Orlando FL,32816,6133.83,0
2031-02-22,14:13:00,McDonald's,-30.59,Winter Park FL,32789,6103.24,0
2031-02-22,00:40:00,Fraud,-1389.35,Tokyo JP,96039,4713.89,1
2031-02-23,13:38:00,Onlyfans,-1216.1,Pittsburgh PA,95578,4887.14,1
2031-02-23,16:44:00,Movie Theater,-103.87,Oviedo FL,32765,5999.37,0
2031-02-24,20:45:00,Five Below,-11.87,Orlando FL,32816,5987.5,0
2031-02-24,09:19:00,Target,-138.56,Orlando FL,32816,5848.94,0
2031-02-25,08:33:00,Publix,-33.86,Winter Park FL,32789,5815.08,0
2031-02-25,20:46:00,Walgreens,-6.49,Winter Park FL,32789,5808.59,0
2031-02-26,11:58:00,Walmart,-84.95,Orlando FL,32816,5723.64,0
2031-02-26,15:26:00,Kroger,-62.24,Winter Park FL,32789,5661.4,0
2031-02-28,10:17:00,Publix,-70.58,Oviedo FL,32765,5590.82,0
2031-02-28,09:05:00,Starbucks,-20.07,Orlando FL,32816,5570.75,0
2031-03-01,09:00:00,Rent,-960.0,Oviedo FL,32765,4610.75,0
2031-03-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,4413.29,0
2031-03-01,09:00:00,Car,-300.0,Oviedo FL,32765,4113.29,0
2031-03-02,14:19:00,Exxon,-18.84,Winter Park FL,32789,4094.45,0
2031-03-02,14:36:00,Fraud,-668.91,Mexico City MC,64240,3425.54,1
2031-03-02,13:57:00,Jiffy Lube,-51.96,Orlando FL,32816,4042.49,0
2031-03-02,10:29:00,Target,-11.29,Orlando FL,32816,4031.2,0
2031-03-02,02:29:00,Monster Energy,-572.6,Groton CT,54005,3458.6,1
2031-03-03,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6031.2,0
2031-03-03,11:44:00,BP,-29.72,Winter Park FL,32789,6001.48,0
2031-03-03,21:55:00,Best Buy,-268.39,Orlando FL,32816,5733.09,0
2031-03-04,22:01:00,Paypal,-2569.78,Pyongyang NK,68133,3163.31,1
2031-03-05,17:01:00,Burger King,-33.46,Orlando FL,32816,5699.63,0
2031-03-06,17:25:00,Amazon,-71.39,Orlando FL,32816,5628.24,0
2031-03-06,14:29:00,Burger King,-39.32,Oviedo FL,32765,5588.92,0
2031-03-06,21:13:00,Movie Theater,-24.11,Winter Park FL,32789,5564.81,0
2031-03-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,5552.82,0
2031-03-07,09:00:00,Internet,-70.89,Oviedo FL,32765,5481.93,0
2031-03-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,5461.93,0
2031-03-07,16:39:00,Burger King,-32.65,Orlando FL,32816,5429.28,0
2031-03-07,14:10:00,Burger King,-6.89,Winter Park FL,32789,5422.39,0
2031-03-07,05:58:00,IBM,-775.18,Pittsburgh PA,22166,4647.21,1
2031-03-07,11:41:00,Amusement Park,-39.93,Orlando FL,32816,5382.46,0
2031-03-07,19:46:00,Monster Energy,-293.76,Mexico City MC,88410,5088.7,1
2031-03-08,20:07:00,Kroger,-54.2,Oviedo FL,32765,5328.26,0
2031-03-08,21:43:00,Subway,-10.33,Orlando FL,32816,5317.93,0
2031-03-09,00:09:00,Fat Joe,-2502.46,Groton CT,53397,2815.47,1
2031-03-09,11:12:00,Chevron,-28.17,Winter Park FL,32789,5289.76,0
2031-03-09,09:52:00,Chevron,-20.98,Oviedo FL,32765,5268.78,0
2031-03-10,17:26:00,Fraud,-2463.66,Tokyo JP,40937,2805.12,1
2031-03-10,17:18:00,Amusement Park,-11.52,Winter Park FL,32789,5257.26,0
2031-03-10,17:18:00,Best Buy,-84.35,Orlando FL,32816,5172.91,0
2031-03-10,15:13:00,Fraud,-2179.2,Charleston SC,20298,2993.71,1
2031-03-12,14:48:00,Trader Joe's,-83.8,Oviedo FL,32765,5089.11,0
2031-03-12,21:45:00,Subway,-39.41,Oviedo FL,32765,5049.7,0
2031-03-14,08:58:00,Servicenow,-1854.73,Honolulu HI,23874,3194.97,1
2031-03-14,09:41:00,McDonald's,-26.21,Orlando FL,32816,5023.49,0
2031-03-15,20:52:00,BP,-23.36,Orlando FL,32816,5000.13,0
2031-03-15,12:14:00,Exxon,-24.61,Orlando FL,32816,4975.52,0
2031-03-15,08:14:00,Burger King,-39.54,Oviedo FL,32765,4935.98,0
2031-03-16,14:41:00,Kroger,-43.41,Orlando FL,32816,4892.57,0
2031-03-17,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6892.57,0
2031-03-17,14:25:00,Walgreens,-13.63,Orlando FL,32816,6878.94,0
2031-03-18,11:22:00,Publix,-172.19,Orlando FL,32816,6706.75,0
2031-03-19,12:32:00,Walmart,-233.63,Orlando FL,32816,6473.12,0
2031-03-20,18:30:00,Dollar Tree,-36.59,Winter Park FL,32789,6436.53,0
2031-03-20,14:57:00,McDonald's,-10.35,Winter Park FL,32789,6426.18,0
2031-03-21,17:45:00,McDonald's,-23.76,Oviedo FL,32765,6402.42,0
2031-03-22,17:42:00,BP,-20.71,Oviedo FL,32765,6381.71,0
2031-03-22,08:44:00,McDonald's,-68.97,Orlando FL,32816,6312.74,0
2031-03-22,13:09:00,McDonald's,-27.52,Oviedo FL,32765,6285.22,0
2031-03-23,16:53:00,McDonald's,-76.92,Winter Park FL,32789,6208.3,0
2031-03-23,02:03:00,Onlyfans,-1286.92,Mexico City MC,36057,4921.38,1
2031-03-23,17:11:00,CVS,-16.37,Oviedo FL,32765,6191.93,0
2031-03-23,20:10:00,Walgreens,-89.33,Winter Park FL,32789,6102.6,0
2031-03-23,02:50:00,Monster Energy,-2607.28,Tokyo JP,38766,3495.32,1
2031-03-24,21:46:00,Subway,-60.06,Oviedo FL,32765,6042.54,0
2031-03-24,20:08:00,Subway,-66.94,Winter Park FL,32789,5975.6,0
2031-03-25,19:02:00,Target,-141.75,Winter Park FL,32789,5833.85,0
2031-03-25,09:47:00,Target,-50.88,Winter Park FL,32789,5782.97,0
2031-03-25,16:41:00,BP,-27.49,Winter Park FL,32789,5755.48,0
2031-03-28,13:44:00,Servicenow,-2427.5,Anchorage AL,37228,3327.98,1
2031-03-28,19:55:00,McDonald's,-19.0,Oviedo FL,32765,5736.48,0
2031-03-28,13:11:00,McDonald's,-23.88,Winter Park FL,32789,5712.6,0
2031-03-29,17:05:00,Subway,-21.66,Orlando FL,32816,5690.94,0
2031-03-30,17:25:00,Starbucks,-17.35,Oviedo FL,32765,5673.59,0
2031-03-30,12:34:00,Chevron,-17.65,Oviedo FL,32765,5655.94,0
2031-03-31,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7655.94,0
2031-03-31,18:14:00,Amazon,-270.51,Orlando FL,32816,7385.43,0
2031-04-01,09:00:00,Rent,-960.0,Oviedo FL,32765,6425.43,0
2031-04-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,6227.97,0
2031-04-01,09:00:00,Car,-300.0,Oviedo FL,32765,5927.97,0
2031-04-01,12:56:00,Best Buy,-137.23,Winter Park FL,32789,5790.74,0
2031-04-02,21:00:00,Starbucks,-29.39,Winter Park FL,32789,5761.35,0
2031-04-03,17:26:00,Five Below,-39.54,Oviedo FL,32765,5721.81,0
2031-04-03,18:37:00,Burger King,-8.51,Orlando FL,32816,5713.3,0
2031-04-06,21:22:00,BP,-18.7,Orlando FL,32816,5694.6,0
2031-04-06,17:35:00,Walmart,-147.54,Winter Park FL,32789,5547.06,0
2031-04-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,5535.07,0
2031-04-07,09:00:00,Internet,-70.89,Oviedo FL,32765,5464.18,0
2031-04-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,5444.18,0
2031-04-07,10:26:00,Trader Joe's,-46.84,Orlando FL,32816,5397.34,0
2031-04-07,10:18:00,Movie Theater,-23.99,Winter Park FL,32789,5373.35,0
2031-04-08,08:48:00,AutoZone,-99.99,Orlando FL,32816,5273.36,0
2031-04-08,09:42:00,Paypal,-282.63,Charleston SC,34040,4990.73,1
2031-04-08,12:53:00,Walgreens,-12.13,Orlando FL,32816,5261.23,0
2031-04-08,11:42:00,Walmart,-81.02,Winter Park FL,32789,5180.21,0
2031-04-09,15:56:00,CVS,-13.62,Orlando FL,32816,5166.59,0
2031-04-10,19:49:00,Exxon,-21.21,Orlando FL,32816,5145.38,0
2031-04-10,21:03:00,Burger King,-13.52,Winter Park FL,32789,5131.86,0
2031-04-12,21:09:00,Trader Joe's,-31.0,Oviedo FL,32765,5100.86,0
2031-04-13,18:30:00,Concert Tickets,-43.8,Winter Park FL,32789,5057.06,0
2031-04-13,20:08:00,Midas,-80.19,Oviedo FL,32765,4976.87,0
2031-04-13,21:28:00,McDonald's,-25.23,Oviedo FL,32765,4951.64,0
2031-04-14,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6951.64,0
2031-04-14,11:49:00,Amazon,-35.04,Orlando FL,32816,6916.6,0
2031-04-15,11:23:00,Jiffy Lube,-367.87,Winter Park FL,32789,6548.73,0
2031-04-15,18:57:00,Magic the Gathering,-2439.23,Charleston SC,15166,4109.5,1
2031-04-16,03:34:00,IBM,-2477.99,Los Angeles CA,55739,4070.74,1
2031-04-16,08:11:00,Burger King,-46.56,Winter Park FL,32789,6502.17,0
2031-04-16,11:46:00,Amazon,-59.57,Orlando FL,32816,6442.6,0
2031-04-16,20:46:00,Burger King,-11.17,Oviedo FL,32765,6431.43,0
2031-04-17,20:35:00,Subway,-30.1,Winter Park FL,32789,6401.33,0
2031-04-17,18:15:00,Chevron,-28.56,Orlando FL,32816,6372.77,0
2031-04-18,18:22:00,Chevron,-43.93,Oviedo FL,32765,6328.84,0
2031-04-18,11:57:00,Movie Theater,-33.95,Orlando FL,32816,6294.89,0
2031-04-20,08:57:00,Trader Joe's,-65.67,Orlando FL,32816,6229.22,0
2031-04-21,16:29:00,Pep Boys,-146.34,Oviedo FL,32765,6082.88,0
2031-04-22,20:01:00,Chevron,-57.88,Oviedo FL,32765,6025.0,0
2031-04-22,17:41:00,Burger King,-30.71,Winter Park FL,32789,5994.29,0
2031-04-23,13:20:00,Subway,-21.24,Orlando FL,32816,5973.05,0
2031-04-23,18:34:00,Best Buy,-20.09,Oviedo FL,32765,5952.96,0
2031-04-23,15:54:00,Publix,-73.87,Oviedo FL,32765,5879.09,0
2031-04-23,01:47:00,Monster Energy,-2010.44,Mexico City MC,58074,3868.65,1
2031-04-24,13:34:00,Publix,-72.47,Winter Park FL,32789,5806.62,0
2031-04-24,08:50:00,Kroger,-53.37,Winter Park FL,32789,5753.25,0
2031-04-24,17:11:00,Kroger,-86.4,Oviedo FL,32765,5666.85,0
2031-04-25,19:38:00,Concert Tickets,-55.54,Orlando FL,32816,5611.31,0
2031-04-25,12:15:00,Amazon,-123.75,Oviedo FL,32765,5487.56,0
2031-04-26,08:57:00,Starbucks,-5.5,Winter Park FL,32789,5482.06,0
2031-04-26,13:44:00,Amusement Park,-48.58,Winter Park FL,32789,5433.48,0
2031-04-26,15:52:00,Starbucks,-25.72,Oviedo FL,32765,5407.76,0
2031-04-27,14:00:00,Subway,-14.42,Winter Park FL,32789,5393.34,0
2031-04-27,10:00:00,Five Below,-28.76,Winter Park FL,32789,5364.58,0
2031-04-27,20:42:00,Walmart,-147.58,Winter Park FL,32789,5217.0,0
2031-04-28,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7217.0,0
2031-04-28,09:17:00,IBM,-1414.46,Mexico City MC,51196,5802.54,1
2031-04-28,13:39:00,Burger King,-46.7,Oviedo FL,32765,7170.3,0
2031-04-28,13:53:00,Amusement Park,-36.1,Oviedo FL,32765,7134.2,0
2031-04-28,20:37:00,Starbucks,-42.43,Oviedo FL,32765,7091.77,0
2031-04-29,17:10:00,Shell,-31.4,Winter Park FL,32789,7060.37,0
2031-04-29,13:28:00,Burger King,-66.06,Oviedo FL,32765,6994.31,0
2031-04-29,16:38:00,Best Buy,-137.63,Oviedo FL,32765,6856.68,0
2031-04-30,15:18:00,Starbucks,-23.65,Orlando FL,32816,6833.03,0
2031-04-30,19:36:00,Best Buy,-148.07,Oviedo FL,32765,6684.96,0
2031-05-01,09:00:00,Rent,-960.0,Oviedo FL,32765,5724.96,0
2031-05-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,5527.5,0
2031-05-01,09:00:00,Car,-300.0,Oviedo FL,32765,5227.5,0
2031-05-01,21:33:00,Subway,-32.6,Winter Park FL,32789,5194.9,0
2031-05-01,15:27:00,Starbucks,-25.99,Winter Park FL,32789,5168.91,0
2031-05-01,08:23:00,Amazon,-109.83,Oviedo FL,32765,5059.08,0
2031-05-01,15:52:00,Pawn Stars,-567.17,Pyongyang NK,57623,4491.91,1
2031-05-02,11:05:00,Target,-135.84,Orlando FL,32816,4923.24,0
2031-05-02,11:18:00,Exxon,-28.39,Winter Park FL,32789,4894.85,0
2031-05-03,05:48:00,Lockheed Martin,-411.97,London EN,29440,4482.88,1
2031-05-03,09:03:00,Burger King,-14.14,Orlando FL,32816,4880.71,0
2031-05-04,16:58:00,Netflix,-40.38,Orlando FL,32816,4840.33,0
2031-05-04,21:16:00,CVS,-11.88,Orlando FL,32816,4828.45,0
2031-05-04,11:35:00,Shell,-15.7,Oviedo FL,32765,4812.75,0
2031-05-05,19:05:00,Concert Tickets,-55.09,Orlando FL,32816,4757.66,0
2031-05-06,10:41:00,McDonald's,-23.87,Winter Park FL,32789,4733.79,0
2031-05-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,4721.8,0
2031-05-07,09:00:00,Internet,-70.89,Oviedo FL,32765,4650.91,0
2031-05-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,4630.91,0
2031-05-08,09:17:00,McDonald's,-26.01,Oviedo FL,32765,4604.9,0
2031-05-09,15:26:00,Five Below,-6.63,Oviedo FL,32765,4598.27,0
2031-05-09,10:53:00,Publix,-93.47,Orlando FL,32816,4504.8,0
2031-05-09,20:59:00,Movie Theater,-33.76,Orlando FL,32816,4471.04,0
